"確定病名","診斷年份","診斷週別","縣市","性別","是否為境外移入","年齡層","確定病例數"
"嚴重特殊傳染性肺炎","2020","11","台北市","F","是","55-59",2
"嚴重特殊傳染性肺炎","2020","11","台北市","F","是","60-64",2
"嚴重特殊傳染性肺炎","2020","11","台北市","M","是","20-24",3
"嚴重特殊傳染性肺炎","2020","11","台北市","M","是","25-29",3
"嚴重特殊傳染性肺炎","2020","11","台北市","M","是","30-34",3
"嚴重特殊傳染性肺炎","2020","11","台北市","M","是","35-39",1
"嚴重特殊傳染性肺炎","2020","11","台北市","M","是","40-44",1
"嚴重特殊傳染性肺炎","2020","11","台北市","M","是","50-54",1
"嚴重特殊傳染性肺炎","2020","11","台北市","M","是","55-59",2
"嚴重特殊傳染性肺炎","2020","11","台北市","M","是","65-69",1
"嚴重特殊傳染性肺炎","2020","11","台南市","F","否","25-29",1
"嚴重特殊傳染性肺炎","2020","11","台南市","M","是","20-24",1
"嚴重特殊傳染性肺炎","2020","11","台南市","M","是","30-34",1
"嚴重特殊傳染性肺炎","2020","11","桃園市","F","否","20-24",1
"嚴重特殊傳染性肺炎","2020","11","桃園市","F","是","25-29",1
"嚴重特殊傳染性肺炎","2020","11","桃園市","M","是","25-29",1
"嚴重特殊傳染性肺炎","2020","11","桃園市","M","是","55-59",1
"嚴重特殊傳染性肺炎","2020","11","高雄市","F","是","15-19",1
"嚴重特殊傳染性肺炎","2020","11","高雄市","F","是","25-29",2
"嚴重特殊傳染性肺炎","2020","11","高雄市","F","是","45-49",1
"嚴重特殊傳染性肺炎","2020","11","高雄市","F","是","55-59",2
"嚴重特殊傳染性肺炎","2020","11","高雄市","M","是","30-34",1
"嚴重特殊傳染性肺炎","2020","11","基隆市","F","是","35-39",1
"嚴重特殊傳染性肺炎","2020","11","雲林縣","F","是","40-44",1
"嚴重特殊傳染性肺炎","2020","11","雲林縣","F","是","50-54",1
"嚴重特殊傳染性肺炎","2020","11","新北市","F","是","20-24",2
"嚴重特殊傳染性肺炎","2020","11","新北市","F","是","30-34",5
"嚴重特殊傳染性肺炎","2020","11","新北市","F","是","35-39",2
"嚴重特殊傳染性肺炎","2020","11","新北市","F","是","65-69",1
"嚴重特殊傳染性肺炎","2020","11","新北市","M","是","15-19",1
"嚴重特殊傳染性肺炎","2020","11","新北市","M","是","20-24",2
"嚴重特殊傳染性肺炎","2020","11","新北市","M","是","30-34",2
"嚴重特殊傳染性肺炎","2020","11","新北市","M","是","4",1
"嚴重特殊傳染性肺炎","2020","11","新北市","M","是","40-44",1
"嚴重特殊傳染性肺炎","2020","11","新北市","M","是","55-59",1
"嚴重特殊傳染性肺炎","2020","11","新北市","M","是","60-64",1
"嚴重特殊傳染性肺炎","2020","11","新竹市","M","是","30-34",1
"嚴重特殊傳染性肺炎","2020","11","新竹縣","M","是","35-39",1
"嚴重特殊傳染性肺炎","2020","11","嘉義市","M","是","30-34",1
"嚴重特殊傳染性肺炎","2020","11","彰化縣","F","是","20-24",1
"嚴重特殊傳染性肺炎","2020","11","彰化縣","F","是","25-29",1
"嚴重特殊傳染性肺炎","2020","12","台中市","F","否","30-34",1
"嚴重特殊傳染性肺炎","2020","12","台中市","F","是","20-24",1
"嚴重特殊傳染性肺炎","2020","12","台中市","F","是","25-29",2
"嚴重特殊傳染性肺炎","2020","12","台中市","F","是","5-9",1
"嚴重特殊傳染性肺炎","2020","12","台中市","M","是","20-24",2
"嚴重特殊傳染性肺炎","2020","12","台中市","M","是","25-29",2
"嚴重特殊傳染性肺炎","2020","12","台中市","M","是","35-39",1
"嚴重特殊傳染性肺炎","2020","12","台中市","M","是","65-69",1
"嚴重特殊傳染性肺炎","2020","12","台北市","F","否","15-19",1
"嚴重特殊傳染性肺炎","2020","12","台北市","F","否","35-39",1
"嚴重特殊傳染性肺炎","2020","12","台北市","F","否","50-54",1
"嚴重特殊傳染性肺炎","2020","12","台北市","F","是","15-19",1
"嚴重特殊傳染性肺炎","2020","12","台北市","F","是","20-24",10
"嚴重特殊傳染性肺炎","2020","12","台北市","F","是","25-29",1
"嚴重特殊傳染性肺炎","2020","12","台北市","F","是","30-34",4
"嚴重特殊傳染性肺炎","2020","12","台北市","F","是","35-39",1
"嚴重特殊傳染性肺炎","2020","12","台北市","F","是","45-49",1
"嚴重特殊傳染性肺炎","2020","12","台北市","F","是","55-59",1
"嚴重特殊傳染性肺炎","2020","12","台北市","F","是","65-69",1
"嚴重特殊傳染性肺炎","2020","12","台北市","M","否","35-39",1
"嚴重特殊傳染性肺炎","2020","12","台北市","M","是","20-24",2
"嚴重特殊傳染性肺炎","2020","12","台北市","M","是","25-29",2
"嚴重特殊傳染性肺炎","2020","12","台北市","M","是","30-34",2
"嚴重特殊傳染性肺炎","2020","12","台北市","M","是","35-39",2
"嚴重特殊傳染性肺炎","2020","12","台北市","M","是","40-44",3
"嚴重特殊傳染性肺炎","2020","12","台北市","M","是","45-49",1
"嚴重特殊傳染性肺炎","2020","12","台北市","M","是","50-54",1
"嚴重特殊傳染性肺炎","2020","12","台北市","M","是","60-64",1
"嚴重特殊傳染性肺炎","2020","12","台北市","M","是","70+",1
"嚴重特殊傳染性肺炎","2020","12","台南市","F","是","15-19",1
"嚴重特殊傳染性肺炎","2020","12","台南市","F","是","20-24",1
"嚴重特殊傳染性肺炎","2020","12","台南市","M","是","15-19",2
"嚴重特殊傳染性肺炎","2020","12","台南市","M","是","20-24",1
"嚴重特殊傳染性肺炎","2020","12","台南市","M","是","50-54",1
"嚴重特殊傳染性肺炎","2020","12","宜蘭縣","F","是","20-24",1
"嚴重特殊傳染性肺炎","2020","12","屏東縣","F","是","30-34",1
"嚴重特殊傳染性肺炎","2020","12","屏東縣","F","是","55-59",1
"嚴重特殊傳染性肺炎","2020","12","屏東縣","M","是","20-24",1
"嚴重特殊傳染性肺炎","2020","12","屏東縣","M","是","30-34",1
"嚴重特殊傳染性肺炎","2020","12","屏東縣","M","是","55-59",1
"嚴重特殊傳染性肺炎","2020","12","屏東縣","M","是","65-69",1
"嚴重特殊傳染性肺炎","2020","12","苗栗縣","F","是","60-64",1
"嚴重特殊傳染性肺炎","2020","12","苗栗縣","M","是","20-24",1
"嚴重特殊傳染性肺炎","2020","12","苗栗縣","M","是","35-39",1
"嚴重特殊傳染性肺炎","2020","12","桃園市","F","是","15-19",1
"嚴重特殊傳染性肺炎","2020","12","桃園市","F","是","20-24",3
"嚴重特殊傳染性肺炎","2020","12","桃園市","F","是","50-54",1
"嚴重特殊傳染性肺炎","2020","12","桃園市","F","是","60-64",1
"嚴重特殊傳染性肺炎","2020","12","桃園市","M","是","15-19",1
"嚴重特殊傳染性肺炎","2020","12","桃園市","M","是","30-34",1
"嚴重特殊傳染性肺炎","2020","12","桃園市","M","是","50-54",1
"嚴重特殊傳染性肺炎","2020","12","桃園市","M","是","55-59",1
"嚴重特殊傳染性肺炎","2020","12","桃園市","M","是","60-64",1
"嚴重特殊傳染性肺炎","2020","12","高雄市","F","是","25-29",2
"嚴重特殊傳染性肺炎","2020","12","高雄市","F","是","30-34",1
"嚴重特殊傳染性肺炎","2020","12","高雄市","F","是","40-44",1
"嚴重特殊傳染性肺炎","2020","12","高雄市","M","是","20-24",1
"嚴重特殊傳染性肺炎","2020","12","高雄市","M","是","30-34",3
"嚴重特殊傳染性肺炎","2020","12","高雄市","M","是","35-39",1
"嚴重特殊傳染性肺炎","2020","12","高雄市","M","是","60-64",1
"嚴重特殊傳染性肺炎","2020","12","高雄市","M","是","70+",1
"嚴重特殊傳染性肺炎","2020","12","基隆市","F","是","60-64",1
"嚴重特殊傳染性肺炎","2020","12","雲林縣","F","是","70+",1
"嚴重特殊傳染性肺炎","2020","12","雲林縣","M","是","30-34",1
"嚴重特殊傳染性肺炎","2020","12","新北市","F","否","30-34",1
"嚴重特殊傳染性肺炎","2020","12","新北市","F","是","15-19",1
"嚴重特殊傳染性肺炎","2020","12","新北市","F","是","20-24",4
"嚴重特殊傳染性肺炎","2020","12","新北市","F","是","25-29",2
"嚴重特殊傳染性肺炎","2020","12","新北市","F","是","35-39",1
"嚴重特殊傳染性肺炎","2020","12","新北市","F","是","45-49",1
"嚴重特殊傳染性肺炎","2020","12","新北市","F","是","50-54",1
"嚴重特殊傳染性肺炎","2020","12","新北市","F","是","60-64",1
"嚴重特殊傳染性肺炎","2020","12","新北市","F","是","65-69",1
"嚴重特殊傳染性肺炎","2020","12","新北市","F","是","70+",1
"嚴重特殊傳染性肺炎","2020","12","新北市","M","否","15-19",1
"嚴重特殊傳染性肺炎","2020","12","新北市","M","否","25-29",1
"嚴重特殊傳染性肺炎","2020","12","新北市","M","否","35-39",1
"嚴重特殊傳染性肺炎","2020","12","新北市","M","是","20-24",3
"嚴重特殊傳染性肺炎","2020","12","新北市","M","是","30-34",1
"嚴重特殊傳染性肺炎","2020","12","新北市","M","是","35-39",2
"嚴重特殊傳染性肺炎","2020","12","新北市","M","是","45-49",2
"嚴重特殊傳染性肺炎","2020","12","新北市","M","是","50-54",1
"嚴重特殊傳染性肺炎","2020","12","新北市","M","是","60-64",1
"嚴重特殊傳染性肺炎","2020","12","新北市","M","是","70+",2
"嚴重特殊傳染性肺炎","2020","12","新竹市","F","是","20-24",1
"嚴重特殊傳染性肺炎","2020","12","新竹市","F","是","30-34",1
"嚴重特殊傳染性肺炎","2020","12","新竹市","M","否","30-34",1
"嚴重特殊傳染性肺炎","2020","12","新竹市","M","是","40-44",1
"嚴重特殊傳染性肺炎","2020","12","新竹縣","F","是","15-19",1
"嚴重特殊傳染性肺炎","2020","12","新竹縣","F","是","25-29",1
"嚴重特殊傳染性肺炎","2020","12","新竹縣","M","是","25-29",1
"嚴重特殊傳染性肺炎","2020","12","嘉義市","F","是","20-24",1
"嚴重特殊傳染性肺炎","2020","12","彰化縣","F","是","15-19",1
"嚴重特殊傳染性肺炎","2020","12","彰化縣","F","是","20-24",2
"嚴重特殊傳染性肺炎","2020","12","彰化縣","F","是","35-39",1
"嚴重特殊傳染性肺炎","2020","12","彰化縣","M","是","20-24",1
"嚴重特殊傳染性肺炎","2020","13","台中市","F","否","40-44",1
"嚴重特殊傳染性肺炎","2020","13","台中市","F","是","40-44",1
"嚴重特殊傳染性肺炎","2020","13","台中市","M","是","45-49",1
"嚴重特殊傳染性肺炎","2020","13","台中市","M","是","60-64",1
"嚴重特殊傳染性肺炎","2020","13","台中市","M","是","65-69",1
"嚴重特殊傳染性肺炎","2020","13","台北市","F","否","45-49",1
"嚴重特殊傳染性肺炎","2020","13","台北市","F","是","20-24",3
"嚴重特殊傳染性肺炎","2020","13","台北市","F","是","25-29",2
"嚴重特殊傳染性肺炎","2020","13","台北市","F","是","30-34",2
"嚴重特殊傳染性肺炎","2020","13","台北市","F","是","40-44",1
"嚴重特殊傳染性肺炎","2020","13","台北市","F","是","50-54",1
"嚴重特殊傳染性肺炎","2020","13","台北市","F","是","55-59",1
"嚴重特殊傳染性肺炎","2020","13","台北市","M","否","20-24",1
"嚴重特殊傳染性肺炎","2020","13","台北市","M","是","50-54",1
"嚴重特殊傳染性肺炎","2020","13","台北市","M","是","60-64",1
"嚴重特殊傳染性肺炎","2020","13","台南市","F","是","20-24",1
"嚴重特殊傳染性肺炎","2020","13","台南市","F","是","25-29",1
"嚴重特殊傳染性肺炎","2020","13","台南市","M","是","20-24",1
"嚴重特殊傳染性肺炎","2020","13","桃園市","F","是","60-64",1
"嚴重特殊傳染性肺炎","2020","13","桃園市","F","是","65-69",1
"嚴重特殊傳染性肺炎","2020","13","桃園市","M","否","35-39",1
"嚴重特殊傳染性肺炎","2020","13","桃園市","M","否","5-9",1
"嚴重特殊傳染性肺炎","2020","13","桃園市","M","是","15-19",2
"嚴重特殊傳染性肺炎","2020","13","桃園市","M","是","40-44",1
"嚴重特殊傳染性肺炎","2020","13","高雄市","F","是","15-19",1
"嚴重特殊傳染性肺炎","2020","13","高雄市","F","是","20-24",1
"嚴重特殊傳染性肺炎","2020","13","高雄市","F","是","35-39",1
"嚴重特殊傳染性肺炎","2020","13","高雄市","M","是","15-19",1
"嚴重特殊傳染性肺炎","2020","13","高雄市","M","是","30-34",2
"嚴重特殊傳染性肺炎","2020","13","基隆市","M","否","65-69",1
"嚴重特殊傳染性肺炎","2020","13","新北市","F","是","15-19",2
"嚴重特殊傳染性肺炎","2020","13","新北市","F","是","25-29",1
"嚴重特殊傳染性肺炎","2020","13","新北市","F","是","70+",1
"嚴重特殊傳染性肺炎","2020","13","新北市","M","否","50-54",1
"嚴重特殊傳染性肺炎","2020","13","新北市","M","否","70+",1
"嚴重特殊傳染性肺炎","2020","13","新北市","M","是","20-24",1
"嚴重特殊傳染性肺炎","2020","13","新北市","M","是","25-29",4
"嚴重特殊傳染性肺炎","2020","13","新北市","M","是","30-34",1
"嚴重特殊傳染性肺炎","2020","13","新北市","M","是","55-59",1
"嚴重特殊傳染性肺炎","2020","13","新北市","M","是","60-64",1
"嚴重特殊傳染性肺炎","2020","13","新竹市","F","是","40-44",1
"嚴重特殊傳染性肺炎","2020","13","新竹市","M","是","20-24",1
"嚴重特殊傳染性肺炎","2020","13","新竹縣","M","是","40-44",1
"嚴重特殊傳染性肺炎","2020","13","新竹縣","M","是","65-69",1
"嚴重特殊傳染性肺炎","2020","13","嘉義市","M","是","25-29",1
"嚴重特殊傳染性肺炎","2020","13","嘉義縣","F","是","20-24",1
"嚴重特殊傳染性肺炎","2020","13","彰化縣","F","是","20-24",2
"嚴重特殊傳染性肺炎","2020","13","彰化縣","M","是","20-24",1
"嚴重特殊傳染性肺炎","2020","13","彰化縣","M","是","25-29",1
"嚴重特殊傳染性肺炎","2020","13","彰化縣","M","是","55-59",1
"嚴重特殊傳染性肺炎","2020","14","高雄市","M","是","20-24",1
"嚴重特殊傳染性肺炎","2020","14","新北市","F","是","30-34",1
"嚴重特殊傳染性肺炎","2020","2","高雄市","F","是","55-59",1
"嚴重特殊傳染性肺炎","2020","4","台中市","F","是","70+",2
"嚴重特殊傳染性肺炎","2020","4","台北市","F","是","50-54",1
"嚴重特殊傳染性肺炎","2020","4","台北市","F","是","55-59",1
"嚴重特殊傳染性肺炎","2020","4","台北市","M","是","50-54",1
"嚴重特殊傳染性肺炎","2020","4","南投縣","M","是","40-44",1
"嚴重特殊傳染性肺炎","2020","4","高雄市","M","是","55-59",1
"嚴重特殊傳染性肺炎","2020","4","新北市","F","否","65-69",1
"嚴重特殊傳染性肺炎","2020","4","彰化縣","F","是","50-54",1
"嚴重特殊傳染性肺炎","2020","5","台中市","M","否","30-34",1
"嚴重特殊傳染性肺炎","2020","5","台北市","F","是","50-54",1
"嚴重特殊傳染性肺炎","2020","5","台北市","M","是","20-24",1
"嚴重特殊傳染性肺炎","2020","5","台南市","F","是","45-49",1
"嚴重特殊傳染性肺炎","2020","5","宜蘭縣","F","是","25-29",1
"嚴重特殊傳染性肺炎","2020","5","南投縣","F","否","40-44",1
"嚴重特殊傳染性肺炎","2020","5","新北市","F","否","20-24",1
"嚴重特殊傳染性肺炎","2020","5","新北市","M","否","45-49",1
"嚴重特殊傳染性肺炎","2020","5","新北市","M","否","50-54",1
"嚴重特殊傳染性肺炎","2020","5","彰化縣","M","否","50-54",1
"嚴重特殊傳染性肺炎","2020","5","彰化縣","M","否","60-64",1
"嚴重特殊傳染性肺炎","2020","6","台中市","F","否","55-59",1
"嚴重特殊傳染性肺炎","2020","6","台北市","M","是","20-24",1
"嚴重特殊傳染性肺炎","2020","6","台北市","M","是","45-49",1
"嚴重特殊傳染性肺炎","2020","6","桃園市","M","是","50-54",1
"嚴重特殊傳染性肺炎","2020","6","新北市","F","否","70+",1
"嚴重特殊傳染性肺炎","2020","6","新北市","M","否","70+",1
"嚴重特殊傳染性肺炎","2020","6","彰化縣","F","否","70+",1
"嚴重特殊傳染性肺炎","2020","7","彰化縣","M","否","55-59",1
"嚴重特殊傳染性肺炎","2020","8","台北市","F","是","65-69",1
"嚴重特殊傳染性肺炎","2020","8","桃園市","F","否","25-29",1
"嚴重特殊傳染性肺炎","2020","8","桃園市","F","否","55-59",3
"嚴重特殊傳染性肺炎","2020","8","新北市","F","否","40-44",1
"嚴重特殊傳染性肺炎","2020","9","台中市","M","否","50-54",1
"嚴重特殊傳染性肺炎","2020","9","台北市","F","是","70+",1
"嚴重特殊傳染性肺炎","2020","9","屏東縣","F","是","35-39",1
"嚴重特殊傳染性肺炎","2020","9","桃園市","F","否","25-29",2
"嚴重特殊傳染性肺炎","2020","9","桃園市","F","否","40-44",1
"嚴重特殊傳染性肺炎","2020","9","桃園市","F","否","55-59",1
"嚴重特殊傳染性肺炎","2020","9","桃園市","M","否","20-24",1
"嚴重特殊傳染性肺炎","2020","9","桃園市","M","是","30-34",1
"嚴重特殊傳染性肺炎","2020","9","新北市","F","否","30-34",1
"嚴重特殊傳染性肺炎","2020","9","新北市","M","否","10-14",1
"嚴重特殊傳染性肺炎","2020","9","新北市","M","否","50-54",1
