"確定病名","縣市","性別","是否為境外移入","年齡層","個案研判日.x","確定病例數.x","個案研判日.y","確定病例數.y"
"嚴重特殊傳染性肺炎","新北市","男","否","50-54","2021/05/22",22,NA,NA
"嚴重特殊傳染性肺炎","新北市","男","否","55-59","2021/05/22",25,NA,NA
"嚴重特殊傳染性肺炎","新北市","男","否","60-64","2021/05/22",30,NA,NA
"嚴重特殊傳染性肺炎","新北市","男","否","65-69","2021/05/22",28,NA,NA
"嚴重特殊傳染性肺炎","新北市","男","否","70+","2021/05/21",25,"2021/05/21",26
"嚴重特殊傳染性肺炎","新北市","男","否","70+","2021/05/22",26,"2021/05/21",26
"嚴重特殊傳染性肺炎","新竹市","女","否","40-44","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","新竹市","男","否","35-39","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","新竹市","男","否","65-69","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","新竹縣","女","否","65-69","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","新竹縣","男","否","25-29","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","桃園市","女","否","30-34","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","桃園市","女","否","35-39","2021/05/22",3,NA,NA
"嚴重特殊傳染性肺炎","桃園市","女","否","40-44","2021/05/22",3,NA,NA
"嚴重特殊傳染性肺炎","桃園市","女","否","45-49","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","桃園市","女","否","50-54","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","桃園市","女","否","55-59","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","桃園市","女","否","60-64","2021/05/22",2,NA,NA
"嚴重特殊傳染性肺炎","桃園市","女","否","70+","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","桃園市","男","否","35-39","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","桃園市","男","否","40-44","2021/05/22",2,NA,NA
"嚴重特殊傳染性肺炎","桃園市","男","否","45-49","2021/05/22",2,NA,NA
"嚴重特殊傳染性肺炎","桃園市","男","否","50-54","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","桃園市","男","否","55-59","2021/05/22",2,NA,NA
"嚴重特殊傳染性肺炎","桃園市","男","否","65-69","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","桃園市","男","否","70+","2021/05/21",2,"2021/05/21",1
"嚴重特殊傳染性肺炎","空值","女","是","55-59","2021/05/21",1,NA,NA
"嚴重特殊傳染性肺炎","空值","男","是","30-34","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","空值","男","是","30-34","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","空值","男","是","45-49","2021/05/21",1,NA,NA
"嚴重特殊傳染性肺炎","花蓮縣","女","否","20-24","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","花蓮縣","女","否","60-64","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","花蓮縣","男","否","35-39","2021/05/21",1,NA,NA
"嚴重特殊傳染性肺炎","花蓮縣","男","否","55-59","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","苗栗縣","男","否","60-64","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","雲林縣","男","否","45-49","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","高雄市","女","否","20-24","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","高雄市","女","否","30-34","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","高雄市","男","否","30-34","2021/05/22",1,NA,NA
"嚴重特殊傳染性肺炎","高雄市","男","否","55-59","2021/05/22",1,NA,NA
